Category,Resume
Advocate,"TECHNICAL QUALIFICATIONS:  indos, Ms. OfficeEducation Details 
 LL.B  Guahati, Assam University La College, Guahati University
 B.Sc  Jagiroad, ASSAM, IN Jagiroad College
    Morigaon College
Advocate 

Advocate - Gauhati High Court
Skill Details 
Company Details 
company - Gauhati High Court
description - of the Gauhati High Court and other subordinate Courts and Tribunals and Statutory Bodies in Guahati from 2008. Numerous experiences of Civil, Criminal cases, cases under consumer forum.
 Handling a good number of Civil as ell as Criminal Matters in District & Sessions Judge Court, Judge Court, C.J.M. Court, and Consumer Forum & also in the High Court.
 orking as Executive (Legal) at Hindustan Paper Corporation Limited (A Govt. of India Enterprise), Nagaon Paper Mill since Jan '2012.
STRENGTH: 
 Adaptability: A penchant to adapt to the conditions & level of the environment accordance ith the requirement of the given situation.
 Interpersonal: An extrovert to the core, prefer to interact ith people of all alks of life and varying strata of society. Ability to quickly establish rapport ith others.
 Team ork: Enjoy being a part of a group & achieve combined goals.
ROLES AND RESPONSIBILITIES AT HPC LTD 
 Assisting in briefing counsels on matters relating to Nagaon Paper Mill, Cachar Paper Mill and also Nagaland Pulp and Paper Corporation Ltd.
 The task of legal vetting in all NIBs/NITs terms and conditions etc.
 Providing Legal vies to protect the interest of the Corporation.
 Assisting in formulation and drafting of all Disciplinary matters.
 Liaisoning ith all local bodies and also other forums."


Advocate,"Good grasping quality and skillful ork Education Details 
March 2013 to March 2018 B. A. LL. B. La Solapur, Maharashtra Solapur University
Advocate 


Skill Details 
Good knoledge of typing as ell as many other activities- Experience - Less than 1 year monthsCompany Details 
company - District and Session court of solapur
description - Forard thinking individual ith refined interpersonal and multitasking skills. Looking to join a progressive organization to provide assistance in Legal ork.
company - District and Session court of solapur
description - Provide legal assistance in legal ork"


Advocate,"Education Details 
 B.Com, LL.B.,   University of Clacutta, University of Burdan
ADVOCATE 


Skill Details 
Taxation matters Income Tax GST P Tax Accounts- Experience - Less than 1 year months
Filing of Income Tax Returns GST Returns e-TDS AIR and more- Experience - Less than 1 year monthsCompany Details 
company - on practice
description - 1. Drafting and preparation of plaint, Accounts and move before relevant Authority to hear the cases"
Advocate,"Education Details 
 LLB.   Dibrugarh University
Advocate 


Skill Details 
Legal.- Experience - Less than 1 year monthsCompany Details 
company - Legal.
description -  Advocate"

Advocate,"Education Details 
November 2016 to January 2019 Llm Masters in La Hyderabad, Telangana Sultan Ul Uloom College Of La
September 2011 to May 2016 BA.llb Bachelors in La Hyderabad, Telangana Osmania University PG College Of La
Advocate 

Experienced in Litigation, Recently Acquired Masters Degree in La
Skill Details 
Microsoft ord- Experience - Less than 1 year months
litigation- Experience - Less than 1 year months
Legal Research- Experience - Less than 1 year months
Contracts- Experience - Less than 1 year months
Internet Savvy- Experience - Less than 1 year months
Drafting- Experience - Less than 1 year monthsCompany Details 
company - LRC Office
description -  orking under Senior Advocate L Ravichander in the High Court of Telangana.
 Experience in drafting
 Legal Correspondence"

Advocate,"SKILLS  Knos English as native speaker (IELTS Overall 8; Listening 8, Reading 8, riting 7 and Speaking 8.5); Hindi ith bilingual proficiency and Punjabi as native speaker.  Able to communicate clearly and concisely ith people of diverse backgrounds and levels of authority.  Exceptional knoledge of administrative procedures, evidence rules and trials.  Can maintain a professional attitude ith peers, co-orkers and clients at all times.  Focused and driven to alays meet deadlines for pretrial procedures, trials and appellate briefings by effectively utilizing resources.  A Microsoft Certified Systems Engineer (2008) and very much Competent in indos and ord processing softare Education Details 
July 2009 to May 2012 Bachelor's Las Bikaner, Rajasthan Maharaja Ganga Singh University
August 2008 to November 2008 Microsoft Certified Systems Engineer Netorking Chandigarh 
July 2005 to April 2008 Bachelor's of Science Bio-Informatics Chandigarh, Chandigarh Panjab University
Advocate 

Necomer Indian Advocate
Skill Details 
Administration- Experience - 72 months
Legal Research- Experience - 72 months
Microsoft Office- Experience - 72 months
Drafting- Experience - 72 monthsCompany Details 
company - District Courts
description - Key Features

 Licensed Advocate in practice from 16-Aug-2012 (Bar Council of Punjab & Haryana, Chandigarh).
 Admitted to practice at District Courts, Mansa since 18-Aug-2012.
 Successfully passed the All India Bar Examination (AIBE) conducted by Bar Council of India (BCI) in September, 2013.
 Lead/Sole Counsel for plaintiff and respondents in number of criminal/civil trials.
 Since 2012, have prepared and prosecuted to conclusion, either by trial or settlement, number of claim cases involving personal injury or death cases.
 orking on the Panel of District Legal Services Authority, Mansa run under the supervision of National Legal Services Authority, India.
 Former Co-Opted Member Administrative Committee, Punjab.
 Former Joint Secretary at District Bar Association, Mansa (2017-18).

Job Duties

 Advice clients of their legal rights and all matters related to la.
 Plead clients' cases hich include various International companies, before courts of la, forums, tribunals and boards.
 Researching legal precedents, gathering evidence and trials of criminal, Injury and death compensation claims and others.
 Dra up legal documents such as bail petitions, appeals, divorces and contracts etc.
 Negotiates settlements of civil disputes.
 Act as mediator, conciliator, local commissioner or arbitrator as per Court orders
 Managing a private practice for more than 6 years, including all aspects of administration and management functions, controlling costs and achieving objectives related to the practice of la."

Advocate,"QUALIFICATION: Introduction to Computer EXTRAEducation Details 
January 2001 to January 2003 Master La Chennai, Tamil Nadu Dr.Ambedkar La University
January 1998 to January 2001 Bachelor La Chennai, Tamil Nadu Dr. Ambedkar La University
January 1995 to January 1998 Bachelor English Literature Tirunelveli, Tamil Nadu Manonmaniam Sundaranar university
Advocate 

Advocate
Skill Details 
Company Details 
company - Practiced
description - at

* High Court of Judicature at Madras, India

* City Civil Court, Chennai

* Dwebt Recovery Tribunal, Chennai

* Consumer Forums, Chennai

* Labour Courts

* Small Causes Courts

* Rent control Courts
* Legal advisor for Christian Institute of Management, Chennai in 2016
* Legal Advisor for Ruah church, Chennai and NESSA Trust till 2018"

Advocate,"Skills: Natural Languages: Proficient in English, Hindi and Marathi. Computer skills: Proficient ith MS-Office, Internet operation.Education Details 
January 2015 to January 2018 LLB La Mumbai, Maharashtra Mumbai university
January 2015 B.M.M  Mumbai, Maharashtra S.K.Somaiya College, Mumbai University
 H.S.C   Asmita Girls junior College, Maharashtra Board
 S.S.C Vidya Bhaan  Maharashtra Board
Advocate 

Llb student and Journalist
Skill Details 
Company Details 
company - Criminal layer (la firm)
description - "

Advocate,"Skills Legal riting Efficient researcher Legal Education Family La Criminal Defence Environment la and litigation Business legal issue Banking La and commercial laEducation Details 
January 2014 LLM Criminology Pune, Maharashtra University of Pune
January 2012 LLB La Pune, Maharashtra University of Pune
January 2012 Diploma Labour La Pune, Maharashtra University of Pune
Advocate 

Advocate
Skill Details 
LEGAL RITING- Experience - 6 months
LITIGATION- Experience - 6 monthsCompany Details 
company - Family, Criminal in District and Session Court
description - Legal consultancy services for
Co-operative Banks, Scheduled Banks and Private Banks
Clients
Federal Bank (Chinchad, Pune)
Bharat Co-Operative Bank (Chinchad, Pune)
ICICI Bank

Scope of ork
Finalising Loan Agreements,
Mortgage agreement, Release Deed  and Notice of Intimation,
Title Deed, Search Report
DRT cases
Legal notices for recovery of dues,
Filing Summary suits
Paper Notice,
Poer of Attorney
Indemnity bond

Family La
Legal Consultancy and representation for matters relating to Family disputes such as Marriage and Divorce, Succession, Adoption etc.
Lok Adalat
Panel Judicial Member - Four Times"
